	0
Sinorhizobium_saheli_LMG_7837	2
blood_disease_bacterium_A2-HR_MARDI	3
Paraburkholderia_ribeironis_STM_7296	1
Chryseobacterium_artocarpi_UTM-3	1
Mesorhizobium_sp._WSM1497	2
Microbacterium_foliorum_DSM_12966	1
Sphingomonas_panacis_DCY99	3
Paenibacillus_kribbensis_6hRe76	7
Enterobacter_sp._HK169	8
Burkholderia_territorii_MSMB1914WGS	1
Burkholderia_territorii_MSMB1919WGS	1
Burkholderia_territorii_MSMB1918WGS	1
Burkholderia_territorii_MSMB1913WGS	1
Burkholderia_stagnalis_MSMB1487WGS	1
Leuconostoc_mesenteroides_AtHG50	1
Streptomyces_sp._VMFN-G11Ma	5
Pseudomonas_parafulva_20a	6
Rhizobium_sp._CIAT_894	3
Gluconacetobacter_liquefaciens_DSM_5603	1
Azoarcus_indigens_DSM_12121	1
Mesorhizobium_loti_DSM_2626	2
Bacillus_sp._VMFN-A1	9
Paenibacillus_sp._VMFN-D1	7
Sphingomonas_elodea_18a	3
Bacillus_sp._NFR08	3
Phyllobacterium_leguminum_ORS_1419	1
Pseudomonas_sp._GV034	1
Variovorax_sp._GV035	1
Pseudomonas_sp._GV082	1
Massilia_sp._GV024	5
Ensifer_sp._AP48	1
Chitinophaga_sp._OK723	3
Cohnella_sp._OV312	8
Duganella_sp._GV032	7
Novosphingobium_sp._GV022	1
Novosphingobium_sp._GV070	1
Novosphingobium_sp._GV076	1
Variovorax_sp._GV042	1
Duganella_sp._GV046	7
Novosphingobium_sp._GV011	1
Novosphingobium_sp._GV026	1
Novosphingobium_sp._GV078	1
Mucilaginibacter_sp._OV119	1
Paraburkholderia_sp._OV446	1
Paenibacillus_sp._OV191	13
Pseudomonas_sp._OV529	1
Pseudomonas_sp._OV467	1
Pseudomonas_sp._OV397	1
Variovorax_sp._GV014	1
Ralstonia_sp._GV074	1
Novosphingobium_sp._GV057	1
Pedobacter_sp._OV280	1
Pseudomonas_sp._GV062	1
Pseudomonas_sp._OV286	1
Pseudomonas_sp._NP28-5	1
Duganella_sp._GV038	7
Pseudomonas_sp._GV101	1
Bosea_sp._CF476	1
Novosphingobium_sp._GV010	2
Duganella_sp._GV023	7
Acidovorax_sp._OV235	1
Duganella_sp._GV067	7
Pseudomonas_sp._GV086	1
Citrobacter_sp._YR018	1
Paraburkholderia_sp._PDC91	1
Tardiphaga_sp._OV697	1
Xanthomonas_vasicola_pv._holcicola_BLS185	2
Agromyces_sp._OV415	1
Paraburkholderia_sp._OV555	1
Pseudomonas_sp._OV081	1
Pseudomonas_sp._NP10-3	1
Pseudomonas_sp._OV577	1
Pseudomonas_sp._OV226	1
Variovorax_sp._GV004	1
Pseudomonas_sp._OV657	1
Pseudomonas_sp._OV341	1
Pseudomonas_sp._GV088	1
Pseudomonas_sp._OV508	1
Rhodoferax_sp._YR267	2
Filimonas_sp._YR581	1
Pseudomonas_sp._OV221	1
Microbacterium_sp._NFIX05	1
Agromyces_sp._OV429	1
Pseudomonas_sp._OV144	1
Pedobacter_borealis_19a	4
Agromyces_sp._OV568	1
Tatumella_citrea_DSM_13699	7
Ochrobactrum_sp._A44	4
Sphingomonas_sp._CF311	1
Microterricola_sp._OV434	1
Tardiphaga_sp._CF115	2
Tardiphaga_sp._YR296	2
Mesorhizobium_sp._AP09	2
Promicromonospora_thailandica_SAI-039	3
Stenotrophomonas_sp._CF319	1
Plantibacter_sp._YR521	1
Pseudomonas_sp._OV184	1
Promicromonospora_sukumoe_SAI-064	3
Enterobacter_sp._OV724	1
Leifsonia_sp._OV430	1
Micromonospora_pisi_DSM_45175	4
Phyllobacterium_bourgognense_31-25a	1
Chryseobacterium_sp._CBTAP_102	1
Herbaspirillum_robiniae_AA6	3
Chryseobacterium_indologenes_AA5	6
Stenotrophomonas_maltophilia_AA1	4
Pseudomonas_putida_AA7	7
Enterobacter_ludwigii_AA4	8
Rhodococcus_sp._05-2254-1	4
Rhodococcus_sp._05-2254-3	5
Rhodococcus_sp._06-462-5	1
Rhodococcus_sp._06-412-2C	4
Rhodococcus_sp._06-1477-1A	4
Rhodococcus_sp._05-2254-6	5
Rhodococcus_sp._06-470-2	3
Rhodococcus_sp._15-1189-1-1a	5
Rhodococcus_sp._15-2388-1-1a	5
Rhodococcus_sp._15-1154-1	3
Rhodococcus_sp._05-2254-2	5
Rhodococcus_sp._05-2221-1B	2
Rhodococcus_sp._05-2254-5	4
Rhodococcus_sp._05-2254-4	3
Rhodococcus_sp._15-649-1-2	4
Rhodococcus_sp._15-725-2-2b	4
Rhodococcus_sp._02-925g	1
Rhodococcus_sp._15-649-2-2	3
Rhodococcus_sp._06-418-1B	1
Rhodococcus_sp._06-469-3-2	5
Rhodococcus_sp._06-412-2B	4
Rhodococcus_sp._06-418-5	3
Rhodococcus_sp._WWJCD1	3
Rhodococcus_sp._06-621-2	1
Rhodococcus_sp._RS1C4	1
Rhodococcus_sp._06-235-1A	3
Rhodococcus_sp._06-1059B-a	3
Rhodococcus_sp._05-2255-2A2	1
Rhodococcus_sp._05-2255-1e	4
Rhodococcus_sp._05-2256-B2	1
Rhodococcus_sp._05-2256-B1	1
Rhodococcus_sp._05-2255-3B1	1
Rhodococcus_sp._05-340-1	3
Rhodococcus_sp._05-2255-3C	2
Rhodococcus_sp._05-2256-B4	1
Rhodococcus_sp._05-339-2	5
Rhodococcus_sp._05-2256-B3	1
Rhodococcus_sp._06-156-3	4
Rhodococcus_sp._06-1477-1B	2
Rhodococcus_sp._05-340-2	2
Rhodococcus_sp._06-221-2	1
Rhodococcus_sp._06-1460-1B	1
Rhodococcus_sp._06-156-4C	4
Rhodococcus_sp._06-156-4a	2
Rhodococcus_sp._06-1474-1B	1
Rhodococcus_sp._06-156-3b	4
Rhodococcus_sp._06-156-3C	4
Rhodococcus_sp._14-2686-1-2	4
Rhodococcus_sp._14-2483-1-2	3
Rhodococcus_sp._14-2483-1-1	1
Rhodococcus_sp._14-2496-1d	5
Rhodococcus_sp._14-1411-2a	4
Rhodococcus_sp._06-156-4	4
Rhodococcus_sp._14-2470-1b	3
Rhodococcus_sp._14-2470-1a	3
Paenibacillus_physcomitrellae_XB	9
Rhizobium_sp._WYCCWR10014	1
Streptomyces_sp._NRRL_F-5527	1
Streptomyces_sp._NRRL_F-5555	0
Streptomyces_avicenniae_NRRL_B-24776	2
Streptomyces_silaceus_ACCC40021	6
Bacillus_halotolerans_III-1	10
Pseudomonas_cerasi_58T	5
Bacillus_sp._AG236	13
Bacillus_sp._AG442	9
Bacillus_amyloliquefaciens_E1101	5
Bacillus_sp._AG102	13
Curtobacterium_sp._AG1037	1
Ensifer_adherens_AG1206	1
Pseudomonas_fluorescens_AG1429	1
Flavobacterium_sp._AG291	1
Comamonas_sp._AG1104	1
Microvirgula_sp._AG722	1
Rhodococcus_sp._AG1013	1
Chryseobacterium_sp._AG844	1
Phyllobacterium_myrsinacearum_IAM_13584	1
Phyllobacterium_brassicacearum_29-15	1
Serratia_fonticola_E2309	1
Enterobacter_sp._AG326	1
Kosakonia_sp._AG348	1
Pantoea_sp._AG702	1
Pseudomonas_jessenii_E2333	1
Erwinia_sp._AG740	1
Aeromonas_veronii_E2102	1
Grimontella_sp._AG753	2
Microbacterium_sp._AG238	1
Chryseobacterium_sp._AG363	1
Rhizobium_sp._AG855	1
Kocuria_sp._AG109	1
Herbaspirillum_seropedicae_AG215	1
Pseudomonas_oleovorans_E1205	1
Brachybacterium_sp._AG952	3
Microbacterium_sp._AG157	1
Pseudomonas_oleovorans_AG1002	1
Stenotrophomonas_sp._AG209	1
Bacillus_megaterium_AG190	12
Enterobacter_sp._AG5470	1
Microbacterium_sp._AG790	1
Microbacterium_sp._AG1240	1
Archangium_sp._Cb_G35	3
Nocardia_tenerifensis_DSM_44704	1
Methylovirgula_ligni_DSM_19998	1
Mangrovibacter_plantisponsor_DSM_19579	1
Brenneria_salicis_DSM_30166	1
Chryseobacterium_contaminans_C-26	2
Micromonospora_chokoriensis_NRRL_B-24750	1
Sporosarcina_ureae_P37	8
Pseudomonas_sp._478	1
Pseudomonas_sp._1766	1
Pseudomonas_sp._443	2
Microbacterium_chocolatum_1320	1
Microbacterium_sp._1294	1
Acinetobacter_sp._3664	1
Nocardioides_sp._SAI-095	2
Microbacterium_sp._SAI-030	3
Acinetobacter_sp._3636	1
Rhodococcus_sp._PBTS_2	1
Brevibacillus_formosus_NF2	17
Microvirga_vignae_BR3299	1
Actinoalloteichus_cyanogriseus_NRRL_B-2194	1
Microbacterium_azadirachtae_DSM_23848	1
Enterobacter_asburiae_1216	2
Frondihabitans_australicus_DSM_17894	2
Arthrobacter_sp._AG258	1
Pantoea_sp._AG1095	2
Bacillus_sp._AG1163	5
Arthrobacter_sp._AG1021	1
Azorhizobium_sp._AG788	1
Arthrobacter_sp._S95_1704	1
Chryseobacterium_sp._1335	1
Saccharopolyspora_phatthalungensis_NRRL_B-24798	1
Dickeya_fangzhongdai_DSM_101947	7
Nostoc_sp._KVJ20	4
Bacillus_sp._AFS051223	1
Bacillus_sp._AFS026049	1
Bacillus_sp._AFS031507	1
Bacillus_sp._AFS094228	1
Bacillus_sp._AFS059628	1
Bacillus_sp._AFS075034	1
Bacillus_sp._AFS076308	1
Bacillus_sp._AFS040349	2
Bacillus_sp._AFS012607	2
Bacillus_sp._AFS053548	0
Bacillus_sp._AFS019443	1
Bacillus_sp._AFS098217	1
Bacillus_sp._AFS023182	2
Bacillus_sp._AFS088145	1
Bacillus_sp._AFS043905	1
Bacillus_sp._AFS077874	1
Bacillus_sp._AFS017274	1
Bacillus_pseudomycoides_AFS013396	1
Rhizobium_sp._Kim5	3
Sphingobium_indicum_B90A	2
Bradyrhizobium_sp._CCGE-LA001	1
Rhizobium_tropici_PRF_81	3
Plantibacter_flavus_DSM_14012	2
Pseudomonas_sp._424	6
Pseudomonas_sp._460	1
Candidatus_Phytoplasma_aurantifolia_WBDL	0
Xanthomonas_dyei_CFBP7245	1
Dermacoccus_sp._SAI-028	3
Streptomyces_sp._SAI-083	6
Streptomyces_ossamyceticus_SAI-001	6
Streptomyces_griseorubiginosus_SAI-142	6
Laceyella_sacchari_DSM_43356	13
Phytobacter_diazotrophicus_DSM_17806	1
Burkholderia_vietnamiensis_WW_17	1
Streptomyces_sp._SAI-097	6
Oharaeibacter_diazotrophicus_DSM_102969	2
Pseudomonas_graminis_WP_8	2
Bacillus_thuringiensis_LP_1_YM	3
Bacillus_thuringiensis_LP_2_YM	3
Luteibacter_rhizovicinus_LP_13_YM	1
Pseudomonas_sp._LP_6_YM	2
Ochrobactrum_sp._LP_5_YM	1
Pseudomonas_sp._LP_8_YM	2
Pseudomonas_sp._LP_7_YM	1
Rhodococcus_sp._LP_11_YM	2
Pseudomonas_sp._LP_4_YM	2
Rhodococcus_sp._LP_3_YM	2
Mesocricetibacter_intestinalis_DSM_28403	3
Samsonia_erythrinae_DSM_16730	3
Gibbsiella_quercinecans_DSM_25889	1
Actinophytocola_xanthii_11-183	1
Rathayibacter_caricis_DSM_15933	2
Caulobacter_flavus_CGMCC1_15093	1
Sinorhizobium_sp._FG01	1
Sinorhizobium_sp._NG07B	1
Sinorhizobium_sp._BJ1	1
Serratia_oryzae_J11-6	1
Bradyrhizobium_sp._Y36	1
Bradyrhizobium_sp._C9	1
Rhizobium_rhizosphaerae_RD15	1
Rhizobium_oryziradicis_N19	1
Rhizobium_sp._M10	1
Rhizobium_rhizosphaerae_MH17	1
Rhizobium_hidalgonense_FH14	1
Rhizobium_sp._L9	1
Rhizobium_sp._J15	1
Rhizobium_sp._M1	1
Rhizobium_sp._C5	2
Rhizobium_sp._S9	1
Rhizobium_sp._H4	1
Rhizobium_sp._L43	1
Rhizobium_sp._L18	1
Xanthomonas_citri_aurantifolii_1566	2
Xanthomonas_citri_aurantifolii_FDC_1559	2
Xanthomonas_citri_aurantifolii_FDC_1609	2
Actinorugispora_endophytica_DSM_46770	1
Tamaricihabitans_halophyticus_DSM_45765	1
Azospira_oryzae_DSM_21223	1
Baia_soyae_DSM_46831	5
Cricetibacter_osteomyelitidis_DSM_28404	3
Celerinatantimonas_diazotrophica_DSM_18577	2
Flavobacterium_sp._S87F.05.LMB.W.Kidney.N	0
Sinorhizobium_medicae_M14-1	1
Sinorhizobium_medicae_SF3.41	1
Sinorhizobium_medicae_M19-1	1
Sinorhizobium_medicae_USDA1037	1
Sinorhizobium_medicae_M7-4	1
Sinorhizobium_medicae_M26-2	1
Streptomyces_sampsonii_KJ40	7
Bradyrhizobium_ottawaense_L2	1
Rhizobium_sophoriradicis_L101	1
Rhizobium_sophoriradicis_JJW1	1
Rhizobium_anhuiense_J3	1
Rhizobium_anhuiense_S10	1
Rhizobium_anhuiense_Y27	1
Rhizobium_anhuiense_JX3	1
Rhizobium_anhuiense_C15	1
Phyllobacterium_myrsinacearum_DSM_5892	1
Corticibacter_populi_DSM_105136	1
Azospirillum_brasilense_BR_12001	3
Azospirillum_brasilense_BR_11796	3
Azospirillum_brasilense_BR_11005	3
Azospirillum_brasilense_BR_11650	3
Azospirillum_brasilense_BR_11026	2
Ensifer_sp._SEMIA_134	1
Bradyrhizobium_stylosanthis_BR_510	2
Gluconacetobacter_diazotrophicus_PR_4	1
Rhizobium_sp._ERR_1071	1
Nitrospirillum_amazonense_BR_11880	2
Nitrospirillum_amazonense_BR_11865	2
Ensifer_sp._SEMIA_135	1
Nitrospirillum_amazonense_BR_11145	3
Nitrospirillum_amazonense_BR_11622	3
Rhizobium_sp._ERR_922	1
Nitrospirillum_amazonense_BR_11140	3
Bradyrhizobium_sachari_BR_10555	1
Nitrospirillum_amazonense_BR_12005	3
Bradyrhizobium_sachari_BR_10556	1
Azospirillum_brasilense_BR_11002	1
Bradyrhizobium_macuxiense_BR_10355	1
Microterricola_gilva_DSM_18319	3
Micromonospora_violae_DSM_45888	3
Xylanibacterium_ulmi_DSM_16932	3
Pseudonocardia_endophytica_DSM_44969	3
Rhizobium_sp._ERR_942	1
Clavibacter_michiganensis_michiganensis_CASJ002	2
Ralstonia_solanacearum_PSI07	3
Microbacterium_sp._SLBN-146	1
Arthrobacter_sp._SLBN-122	5
Streptomyces_sp._SLBN-115	6
Arthrobacter_sp._SLBN-112	5
Pseudomonas_sp._SJZ075	1
Bacillus_sp._SLBN-3	11
Phycicoccus_sp._SLBN-51	2
Arthrobacter_sp._SLBN-83	5
Microbacterium_sp._SLBN-1	1
Arthrobacter_sp._SLBN-100	5
Arthrobacter_sp._SLBN-53	5
Agromyces_sp._SLBN-50	2
Pseudomonas_sp._SLBN-2	4
Streptomyces_sp._SLBN-31	6
Pseudomonas_sp._SJZ074	1
Pseudomonas_sp._SJZ083	1
Pseudomonas_sp._SJZ078	1
Pseudomonas_sp._SJZ079	1
Pseudomonas_sp._SJZ085	1
Pseudomonas_sp._SJZ077	1
Pseudomonas_sp._SJZ080	1
Pseudomonas_sp._SJZ124	1
Burkholderia_sp._SJZ089	2
Pseudomonas_sp._SJZ103	1
Herbaspirillum_sp._SJZ099	1
Rhizobium_sp._SJZ105	1
Pseudomonas_sp._SJZ094	1
Pseudomonas_sp._SJZ101	1
Burkholderia_sp._SJZ115	2
Burkholderia_sp._SJZ091	2
Promicromonospora_sp._SLBN-65	3
Achromobacter_sp._SLBN-14	4
Bacillus_sp._SJZ110	8
Sphingobium_sp._AEW010	1
Sphingobium_sp._AEW013	1
Sphingobium_sp._AEW001	1
Pantoea_sp._SJZ147	2
Herbaspirillum_sp._SJZ130	2
Herbaspirillum_sp._SJZ107	2
Herbaspirillum_sp._SJZ106	2
Nocardioides_sp._SLBN-172	2
Pseudomonas_sp._SJZ131	1
Microbacterium_sp._SLBN-154	1
Streptomyces_sp._SLBN-109	6
Ralstonia_solanacearum_bv._2_SL2312	3
Ralstonia_solanacearum_bv._3_SL2330	4
Ralstonia_solanacearum_bv._4_T42	4
Ralstonia_solanacearum_bv._4_T78	4
Ralstonia_solanacearum_bv._4_SL2729	4
Ralstonia_solanacearum_bv._2_SL3022	3
Ralstonia_solanacearum_GEO_55	1
Ralstonia_solanacearum_P822	0
Ralstonia_solanacearum_UW25	3
Ralstonia_solanacearum_GEO_230	1
Ralstonia_solanacearum_GEO_6	1
Ralstonia_solanacearum_GEO_81	1
Ralstonia_solanacearum_CIP120	1
Ralstonia_solanacearum_bv._4_SL3730	4
Ralstonia_solanacearum_bv._2_T11	3
Ralstonia_solanacearum_bv._2_T12	3
Ralstonia_solanacearum_bv._4_T117	4
Ralstonia_solanacearum_bv._2_SL3175	3
Ralstonia_solanacearum_bv._2_T98	3
Ralstonia_solanacearum_bv._3_T25	4
Ralstonia_solanacearum_bv._3_T110	4
Ralstonia_solanacearum_PSS190	1
Ralstonia_solanacearum_PSS1308	1
Ralstonia_solanacearum_PSS216	1
Ralstonia_solanacearum_PSS4	1
Ralstonia_solanacearum_GEO_99	1
Ralstonia_solanacearum_GEO_96	1
Ralstonia_solanacearum_P816	3
Ralstonia_solanacearum_GEO_57	1
Ralstonia_solanacearum_UW700	3
Ralstonia_solanacearum_UW551	3
Ralstonia_solanacearum_CaRs-Mep	3
Ralstonia_solanacearum_bv._2_T82	3
Ralstonia_solanacearum_bv._4_T60	4
Ralstonia_solanacearum_bv._4_SL3822	4
Ralstonia_solanacearum_bv._2_T95	3
Ralstonia_solanacearum_bv._4_SL3300	4
Ralstonia_solanacearum_bv._2_T51	3
Ralstonia_solanacearum_bv._4_SL3882	4
Ralstonia_solanacearum_bv._2_SL2064	3
Ralstonia_solanacearum_GEO_304	1
Ralstonia_solanacearum_FJAT-452	1
Ralstonia_solanacearum_FJAT-462	1
Ralstonia_solanacearum_RD15	1
Ralstonia_solanacearum_FJAT-91	1
Ralstonia_solanacearum_UW491	1
Ralstonia_solanacearum_UW24	1
Ralstonia_solanacearum_UW551	1
Ralstonia_solanacearum_UW365	1
Ralstonia_solanacearum_CFBP3059	1
Ralstonia_solanacearum_bv._4_SL3103	4
Burkholderia_ubonensis_MSMB2009WGS	1
Burkholderia_ubonensis_MSMB1490WGS	1
Agrobacterium_vitis_E2311	4
Arthrobacter_sp._AG367	1
Brevibacillus_sp._AG162	6
Streptomyces_sp._SLBN-118	6
Bacillus_sp._SLBN-174	8
Arthrobacter_sp._SLBN-179	5
Microbacterium_sp._SLBN-158	3
Nocardioides_sp._SLBN-35	2
Nocardioides_sp._SLBN-169	2
Streptomyces_sp._SLBN-192	6
Cellulomonas_sp._SLBN-39	2
Pseudomonas_sp._SLBN-26	4
Terrabacter_sp._SLBN-196	3
Streptomyces_sp._SLBN-134	6
Microbacterium_oxydans_BEL163	3
Streptomyces_pluripotens_MUSC_137	6
Kosakonia_radicincitans_DSM_16656	7
Kosakonia_oryzae_Ola_51	5
Kosakonia_radicincitans_GXGL-4A	7
Dickeya_dadantii_DSM_18020	7
Actinosynnema_pretiosum_auranticum_NRRL_B-16078	1
Rathayibacter_rathayi_DSM_7485	2
Stackebrandtia_endophytica_DSM_45928	2
Acidovorax_radicis_2721A	1
Actinoallomurus_bryophytorum_DSM_102200	3
Pseudonocardia_kunmingensis_DSM_45301	3
Stenotrophomonas_maltophilia_1190_(v2)	1
Brevibacterium_frigoritolerans_3612	4
Paenibacillus_peoriae_IBSD35	2
Chryseobacterium_aquifrigidense_110	2
Burkholderia_vietnamiensis_HI2297	6
Burkholderia_vietnamiensis_MSMB608WGS	6
Flavobacterium_johnsoniae_GSE09	5
Burkholderia_vietnamiensis_HI2221	1
Bacillus_paralicheniformis_MDJK30	8
Pseudomonas_veronii_R02	6
Lactobacillus_sakei_WiKim0063	8
Kocuria_rhizophila_FDAARGOS_302	3
Candidatus_Liberibacter_asiaticus_JXGC	3
Bradyrhizobium_diazoefficiens_Y21	1
Vibrio_coralliilyticus_RE22	0
Staphylococcus_xylosus_S170	7
Pseudomonas_sp._AG1028	1
Nocardia_bhagyanarayanae_DSM_103495	3
Rudaeicoccus_suwonensis_DSM_19560	2
Rhizobium_sp._SLBN-4	3
Humibacillus_xanthopallidus_SLBN-155	2
Caulobacter_henricii_536	2
Collimonas_arenae_515	1
Pedobacter_terrae_518	1
Novosphingobium_barchaimii_1192	2
Agrobacterium_tumefaciens_1187	2
Luteibacter_yeojuensis_583	1
Bacillus_circulans_3243	5
Chitinophaga_pinensis_1204	1
Bacillus_thuringiensis_1230	3
Filimonas_endophytica_3197	1
Herbaspirillum_hiltneri_3195	1
Variovorax_sp._1180	1
Rhizobium_miluonense_1234	2
Herbaspirillum_huttiense_1147	1
Burkholderia_sp._604	1
Lysinibacillus_fusiformis_3193	8
Burkholderia_cepacia_561	1
Rhizobium_lusitanum_1158	1
Caulobacter_rhizosphaerae_3260	1
Pseudomonas_koreensis_3286	2
Xanthomonas_translucens_569	1
Terrabacter_sp._3211	1
Paenibacillus_sp._597	8
Chitinophaga_polysaccharea_1209	0
Neorhizobium_alkalisoli_1225	1
Terrabacter_sp._3264	2
Streptomyces_argenteolus_3259	2
Pseudomonas_protegens_3295	1
Bacillus_megaterium_3291	6
Sphingomonas_trueperi_1152a	1
Bosea_vestrisii_3192	1
Bacillus_safensis_3300	4
Terrabacter_lapilli_3265	3
Kitasatospora_viridis_DSM_44826	9
Micromonospora_taraxaci_DSM_45885	3
Saccharopolyspora_dendranthemae_DSM_46699	4
Friedmanniella_endophytica_DSM_100723	0
Frigoribacterium_faeni_DSM_10309	0
Microbacterium_halimionae_DSM_27576	0
Paenibacillus_illinoisensis_582	0
Enterobacter_asburiae_609	0
Rhizobium_cellulosilyticum_1193	0
Duganella_sp._1224	0
Chitinophaga_sancti_1232	0
Flexivirga_oryzae_DSM_105369	0
Lysinimonas_sp._SLBN-160	0
Inquilinus_ginsengisoli_584	0
Curtobacterium_flaccumfaciens_WW7	0
Ralstonia_solanacearum_bv._3_SL3755	0
Ralstonia_solanacearum_bv._2_T101	0
Bacillus_toyonensis_AFS027629	0
Bacillus_toyonensis_AFS096303	1
Bacillus_toyonensis_AFS054329	0
Bacillus_toyonensis_AFS067067	0
Bacillus_toyonensis_AFS065951	0
Bacillus_toyonensis_AFS060522	1
Bacillus_toyonensis_AFS059543	1
Bacillus_toyonensis_AFS061925	0
Bacillus_toyonensis_AFS067879	0
Bacillus_toyonensis_AFS067541	1
Bacillus_toyonensis_AFS068057	0
Bacillus_toyonensis_AFS069354	1
Bacillus_toyonensis_AFS034699	0
Bacillus_toyonensis_AFS033588	0
Bacillus_toyonensis_AFS039264	0
Bacillus_toyonensis_AFS033493	0
Bacillus_toyonensis_AFS033477	0
Bacillus_toyonensis_AFS036256	0
Bacillus_toyonensis_AFS034981	1
Bacillus_toyonensis_AFS033534	0
Bacillus_toyonensis_AFS017381	0
Bacillus_toyonensis_AFS017221	0
Bacillus_toyonensis_AFS021349	0
Bacillus_toyonensis_AFS023984	0
Bacillus_toyonensis_AFS026256	0
Bacillus_toyonensis_AFS026201	0
Bacillus_toyonensis_AFS064666	0
Bacillus_toyonensis_AFS062910	0
Bacillus_toyonensis_AFS062328	0
Bacillus_toyonensis_AFS005430	0
Bacillus_toyonensis_AFS003709	0
Bacillus_toyonensis_AFS014939	1
Bacillus_toyonensis_AFS020717	0
Bacillus_toyonensis_AFS004252	0
Bacillus_toyonensis_AFS086130	0
Bacillus_toyonensis_AFS086269	0
Bacillus_toyonensis_AFS093377	0
Bacillus_toyonensis_AFS074325	0
Bacillus_toyonensis_AFS075176	0
Bacillus_toyonensis_AFS078111	0
Bacillus_toyonensis_AFS089688	0
Bacillus_toyonensis_AFS089607	0
Bacillus_toyonensis_AFS091268	0
Bacillus_toyonensis_AFS082630	0
Bacillus_toyonensis_AFS086995	0
Bacillus_toyonensis_AFS085003	0
Bacillus_toyonensis_AFS049391	0
Bacillus_toyonensis_AFS049861	0
Bacillus_toyonensis_AFS036089	1
Bacillus_toyonensis_AFS035117	0
Bacillus_toyonensis_AFS042148	0
Bacillus_toyonensis_AFS025179	0
Bacillus_toyonensis_AFS027958	0
Bacillus_toyonensis_AFS024499	0
Bacillus_toyonensis_AFS022121	0
Bacillus_toyonensis_AFS080033	1
Bacillus_toyonensis_AFS081127	0
Bacillus_toyonensis_AFS082731	1
Bacillus_toyonensis_AFS081381	0
Bacillus_toyonensis_AFS081174	0
Bacillus_toyonensis_AFS051208	0
Bacillus_toyonensis_AFS050593	0
Bacillus_toyonensis_AFS049517	0
Bacillus_toyonensis_AFS047230	0
Bacillus_toyonensis_AFS045990	0
Bacillus_toyonensis_AFS095385	1
Bacillus_toyonensis_AFS097065	1
Bacillus_toyonensis_AFS094802	1
Bacillus_toyonensis_AFS000753	0
Bacillus_toyonensis_AFS001368	0
Bacillus_toyonensis_AFS009420	0
Bacillus_toyonensis_AFS027674	0
Bacillus_toyonensis_AFS027027	0
Bacillus_toyonensis_AFS027646	0
Bacillus_toyonensis_AFS072190	1
Bacillus_toyonensis_AFS070352	0
Bacillus_toyonensis_AFS072832	0
Bacillus_toyonensis_AFS070094	0
Bacillus_toyonensis_AFS045425	0
Bacillus_toyonensis_AFS045461	0
Bacillus_toyonensis_AFS044634	0
Bacillus_toyonensis_AFS044782	1
Bacillus_toyonensis_AFS041274	1
Bacillus_toyonensis_AFS065389	0
Bacillus_toyonensis_AFS007279	0
Bacillus_toyonensis_AFS006079	0
Bacillus_toyonensis_AFS028444	1
Bacillus_toyonensis_AFS026137	1
Bacillus_toyonensis_AFS064582	0
Bacillus_toyonensis_AFS066620	1
Bacillus_toyonensis_AFS066590	0
Bacillus_toyonensis_AFS061268	0
Bacillus_toyonensis_AFS091569	1
Bacillus_toyonensis_AFS093065	0
Bacillus_toyonensis_AFS097554	0
Bacillus_toyonensis_AFS083448	2
Bacillus_toyonensis_AFS083298	1
Bacillus_toyonensis_AFS081053	0
Bacillus_toyonensis_AFS057443	0
Bacillus_toyonensis_AFS001294	0
Bacillus_toyonensis_AFS000445	0
Bacillus_toyonensis_AFS098702	0
Bacillus_toyonensis_AFS089449	1
Bacillus_toyonensis_AFS070247	1
Bacillus_toyonensis_AFS072674	1
Bacillus_toyonensis_AFS051123	0
Bacillus_toyonensis_AFS051073	0
Bacillus_toyonensis_AFS028618	0
Bacillus_toyonensis_AFS028541	0
Bacillus_toyonensis_AFS028249	1
Bacillus_toyonensis_AFS058160	0
Bacillus_toyonensis_AFS015017	0
Bacillus_toyonensis_AFS083176	1
Bacillus_toyonensis_AFS041177	0
Bacillus_toyonensis_AFS043516	1
Bacillus_toyonensis_AFS053584	0
Bacillus_toyonensis_AFS055990	1
Bacillus_toyonensis_AFS055530	1
Bacillus_toyonensis_AFS056055	1
Bacillus_toyonensis_AFS095804	1
Bacillus_toyonensis_AFS096476	2
Bacillus_toyonensis_AFS097295	1
Bacillus_toyonensis_AFS009906	1
Bacillus_toyonensis_AFS016448	0
Bacillus_toyonensis_AFS019346	1
Bacillus_toyonensis_AFS018451	0
Bacillus_toyonensis_AFS020202	0
Bacillus_toyonensis_AFS021654	1
Bacillus_toyonensis_AFS002053	0
Bacillus_toyonensis_AFS001450	0
Bacillus_toyonensis_AFS099561	1
Bacillus_toyonensis_AFS070615	0
Bacillus_toyonensis_AFS073128	1
Bacillus_toyonensis_AFS073024	0
Bacillus_toyonensis_AFS072125	0
Bacillus_toyonensis_AFS071669	1
Bacillus_toyonensis_AFS099364	1
Bacillus_toyonensis_AFS048987	0
Bacillus_toyonensis_AFS088186	0
Bacillus_toyonensis_AFS084980	0
Bacillus_toyonensis_AFS084149	0
Bacillus_toyonensis_AFS016553	1
Bacillus_toyonensis_AFS020011	0
Bacillus_toyonensis_AFS077622	1
Bacillus_toyonensis_AFS075404	1
Bacillus_toyonensis_AFS074602	1
Bacillus_toyonensis_AFS055514	0
Bacillus_toyonensis_AFS043269	1
Bacillus_toyonensis_AFS030602	0
