	copy_number
Calescamantes_bacterium_JGI_MDM2_SSWsed-3-M4_(unscreened)	1
Calescamantes_bacterium_JGI_MDM2_SSWsed-3-M4_(contamination_screened)	0
EM3_bacterium_JGI_MDM2_LHC4sed-1-H12_(unscreened)	1
Calescamantes_bacterium_JGI_MDM2_SSWsed-3-M6_(unscreened)	1
Calescamantes_bacterium_JGI_MDM2_SSWsed-3-M6_(contamination_screened)	1
Calescamantes_bacterium_JGI_MDM2_SSWsed-3-L9_(contamination_screened)	0
Calescamantes_bacterium_JGI_MDM2_SSWsed-3-L9_(unscreened)	1
SAR324_cluster_bacterium_SCGC_AB-629-O05_-_v2_(unscreened)	1
Nitrospina_sp._AB-629-B18_-_v2_(unscreened)	1
Nitrospina_sp._AB-629-B06_-_v2_(unscreened)	0
SAR406_cluster_bacterium_SCGC_AB-629-J13_-_v2_(unscreened)	0
Achromatium_bin_9	1
Achromatium_bin_8	1
Achromatium_Bin_0	0
Achromatium_bin_3	0
Achromatium_bin_6_2	1
Betaproteobacterium_LSUCC0135	1
Gammaproteobacterium_LSUCC0112	0
Microgenomates_bacterium_JGI_MDM2_000217CP-E18_(contamination_screened)	0
Fervidibacteria_bacterium_JGI_MDM2_LHC4sed-1-G17_(unscreened)	1
Fervidibacteria_bacterium_JGI_MDM2_LHC4sed-1-G17_(contamination_screened)	0
Acetothermia_bacterium_JGI_MDM2_LHC4sed-1-H19_(unscreened)	0
Thermanaerothrix_daxensis_GNS-1	1
Herpetosiphon_geysericola_DSM_7119	2
EM3_bacterium_JGI_MDM2_LHC4sed-1-C16_(unscreened)	1
EM3_bacterium_JGI_MDM2_LHC4sed-1-C16_(contamination_screened)	0
Calescamantes_bacterium_JGI_MDM2_SSWsed-3-D14_(contamination_screened)	1
EM3_bacterium_JGI_MDM2_LHC4sed-1-H6_(unscreened)	0
EM3_bacterium_JGI_MDM2_LHC4sed-1-H6_(contamination_screened)	0
Omnitrophica_bacterium_JGI_MDM2_000217CP-G5_(contamination_screened)	0
GALL5_bacterium_JGI_MDM2-000218CP-K7_(contamination_screened)	1
GAL15_bacterium_JGI_MDM2-000218CP-M17_(contamination_screened)	0
Aerophobetes_bacterium_JGI_MDM2_B17-2-H5_(contamination_screened)	1
Aerophobetes_bacterium_JGI_MDM2_B17-2-N11_(contamination_screened)	1
GAL15_bacterium_JGI_MDM2-000218CP-C18_(contamination_screened)	1
TM7_FNED7-bin-18	1
Methylophylaceae_FNED7-bin-24	1
Uncultured_Planctomycetes_AD-820-E14_bacterium	1
Uncultured_Epsilonproteobacteria_AD-820-E17	1
Actinobacterium_sp._acMicro-4	1
Actinobacterium_sp._acAMD-5	1
uncultured_Woeseiaceae_SAG_1868_B	1
Parcubacteria_FNEB6_bin_26	1
Parcubacteria_FNEB6_bin_28	1
Parcubacteria_FNEB6_bin_47	1
Parcubacteria_FNEB6_bin_45	0
Parcubacteria_FNEB6_bin_52	0
Parcubacteria_FNEF8-2_bin_14	1
Parcubacteria_FNEF8-2_bin_20	0
Unclassified_Woeseiaceae_bin20_1J	5
unclassified_Actinobacteria_Bin_19	0
unclassified_Actinobacteria_Bin_21	0
unclassified_Actinobacteria_Bin_21-1	0
unclassified_Actinobacteria_Bin_26	0
unclassified_Actinobacteria_Bin_29	0
unclassified_Actinobacteria_Bin_52	0
unclassified_Actinobacteria_Bin_57	0
unclassified_Actinobacteria_Bin_58	1
unclassified_Actinobacteria_Bin_59	0
unclassified_Actinobacteria_Bin_60	1
unclassified_Actinobacteria_Bin_29-1	1
unclassified_Actinobacteria_Bin_57-1	0
unclassified_Flavobacteriaceae_Bin_10	1
unclassified_Flavobacteriaceae_Bin_37	0
unclassified_Rhodothermaceae_Bin_49	1
unclassified_Chloroflexi_Bin_43	0
unclassified_Chloroflexi_Bin_43-1	1
unclassified_Chloroflexi_Bin_43-2	2
unclassified_Chromatiales_Bin_61	1
unclassified_Chromatiales_Bin_61-2	1
unclassified_Bacteria_Bin_61-1	1
unclassified_Ignavibacteria_Bin_51_l	0
unclassified_Ignavibacteria_Bin_51-2	0
unclassified_Marinimicrobia_Bin_51	1
unclassified_Marinimicrobia_Bin_45-1	1
unclassified_Marinimicrobia_Bin_51-1	1
unclassified_Gemmatimonadaceae_Bin_42	0
unclassified_Nitrospina_Bin_24	0
unclassified_Nitrospina_Bin_25	1
unclassified_Nitrospina_Bin_47	1
unclassified_Nitrospina_Bin_47-1	0
unclassified_Nitrospina_Bin_47-2	0
unclassified_Planctomycetaceae_Bin_20	0
unclassified_Planctomycetaceae_Bin_56	2
unclassified_Planctomycetaceae_Bin_32	0
unclassified_Planctomycetaceae_Bin_56-1	0
unclassified_Planctomycetaceae_Bin_63	0
unclassified_Planctomycetaceae_Bin_63-2	1
unclassified_Planctomycetaceae_Bin_63-1	0
unclassified_Planctomycetaceae_Bin_56-2	0
unclassified_Proteobacteria_Bin_36	0
unclassified_Rhodobacteraceae_Bin_53	0
unclassified_Rhodobacteraceae_Bin_23	1
unclassified_Rhodobacteraceae_Bin_55	0
unclassified_Rhodobacteraceae_Bin_54	0
unclassified_Rhodospirillaceae_Bin_35	1
unclassified_Synechococcus_Bin_27	1
unclassified_Synechococcus_Bin_28-1	0
unclassified_Synechococcus_Bin_28	0
unclassified_Verrucomicrobiales_Bin_11	1
unclassified_Verrucomicrobiales_Bin_46	0
unclassified_Verrucomicrobiales_Bin_30	0
unclassified_Verrucomicrobiales_Bin_34	0
unclassified_Verrucomicrobiales_Bin_65	1
SAR116_cluster_alphaproteobacterium_REDSEA-S10_B10N8	0
Alteribacillus_iranensis_DSM_23995	5
Thioglobus_(SUP05_cluster)_sp._REDSEA-S03_B1	1
Thioglobus_(SUP05_cluster)_sp._REDSEA-S12_B1	2
Thioglobus_(SUP05_cluster)_sp._REDSEA-S14_B12	0
Marinimicrobia_(SAR406_cluster)_bacterium_REDSEA-S14_B6	0
Marinimicrobia_(SAR406_cluster)_bacterium_REDSEA-S15_B10	1
Marinimicrobia_(SAR406_cluster)_bacterium_REDSEA-S15_B13	1
Marinimicrobia_(SAR406_cluster)_bacterium_REDSEA-S27_B1N12	0
Marinimicrobia_(SAR406_cluster)_bacterium_REDSEA-S33_B13	0
Marinimicrobia_(SAR406_cluster)_bacterium_REDSEA-S38_B13	0
Marinimicrobia_(SAR406_cluster)_bacterium_REDSEA-S39_B11	1
Marinimicrobia_(SAR406_cluster)_bacterium_REDSEA-S39_B7	0
SAR324_cluster_deltaproteobacterium_REDSEA-S06_B4	0
SAR324_cluster_deltaproteobacterium_REDSEA-S08_B7	1
SAR324_cluster_deltaproteobacterium_REDSEA-S09_B3	0
SAR324_cluster_deltaproteobacterium_REDSEA-S10_B5	1
SAR324_cluster_deltaproteobacterium_REDSEA-S11_B7	0
SAR324_cluster_deltaproteobacterium_REDSEA-S14_B10	0
SAR324_cluster_deltaproteobacterium_REDSEA-S15_B6	0
SAR324_cluster_deltaproteobacterium_REDSEA-S21_B5	0
SAR324_cluster_deltaproteobacterium_REDSEA-S26_B7	1
SAR324_cluster_deltaproteobacterium_REDSEA-S27_B3	0
SAR324_cluster_deltaproteobacterium_REDSEA-S33_B4	0
SAR324_cluster_deltaproteobacterium_REDSEA-S36_B13	0
SAR324_cluster_deltaproteobacterium_REDSEA-S39_B5	0
SAR324_cluster_deltaproteobacterium_REDSEA-S45_B3	0
SAR86_cluster_gammaproteobacterium_REDSEA-S08_B3	0
SAR86_cluster_gammaproteobacterium_REDSEA-S09_B4	1
SAR86_cluster_gammaproteobacterium_REDSEA-S20_B12N4	0
SAR86_cluster_gammaproteobacterium_REDSEA-S21_B7	1
SAR86_cluster_gammaproteobacterium_REDSEA-S45_B6	1
Unclassified_gammaproteobacterium_REDSEA-S03_B5	1
Unclassified_gammaproteobacterium_REDSEA-S08_B8	0
Unclassified_gammaproteobacterium_REDSEA-S09_B13	1
Unclassified_gammaproteobacterium_REDSEA-S12_B4	0
Unclassified_gammaproteobacterium_REDSEA-S14_B7	1
Unclassified_gammaproteobacterium_REDSEA-S15_B12	1
Unclassified_gammaproteobacterium_REDSEA-S21_B8	0
Unclassified_gammaproteobacterium_REDSEA-S26_B10	0
Unclassified_gammaproteobacterium_REDSEA-S33_B15	1
Unclassified_gammaproteobacterium_REDSEA-S45_B9	1
Ahrensia_marina_LZD062	1
Actinobacterium_sp._acIB-AMD-6	0
Actinobacterium_sp._acAcidi	0
Actinobacterium_sp._acAMD-2	0
Actinobacterium_sp._acMicro-1	0
Actinobacterium_sp._acIB-AMD-7	0
Piscibacillus_halophilus_DSM_21633	4
Limimonas_halophila_DSM_25584	3
SAR116_cluster_alphaproteobacterium_REDSEA-S2_B12	1
Hydrogenimonas_thermophila_EP1-55-1	4
SAR324_cluster_deltaproteobacterium_REDSEA-S05_B4	0
Unclassified_gammaproteobacterium_REDSEA-S27_B14	1
Omnitrophica_WOR_2_bacterium_SM23_29	2
Omnitrophica_WOR_2_bacterium_SM23_72	2
Latescibacteria_bacterium_DG_63	0
candidate_division_WOR_3_bacterium_SM1_77	0
candidate_division_WOR_3_bacterium_SM23_42	1
Parcubacteria_bacterium_DG_74_3	0
Parcubacteria_bacterium_DG_74_2	1
Parcubacteria_bacterium_SG8_24	1
bacterium_SM23_57	0
candidate_division_BRC1_bacterium_SM23_51	1
Microgenomates_bacterium_DG_75	0
bacterium_SM23_31	1
Parcubacteria_bacterium_DG_74_1	0
Parcubacteria_bacterium_DG_72	0
candidate_division_TA06_bacterium_SM1_40	0
candidate_division_TA06_bacterium_SM23_40	1
candidate_division_WOR_3_bacterium_SM23_60	2
candidate_division_Zixibacteria_bacterium_SM1_73	1
candidate_division_Zixibacteria_bacterium_SM23_73_3	0
candidate_division_Zixibacteria_bacterium_SM23_81	0
candidate_division_Zixibacteria_bacterium_SM23_73	0
candidate_division_Zixibacteria_bacterium_SM23_73_2	1
candidate_division_Zixibacteria_bacterium_DG_27	0
candidate_division_KD3-62_bacterium_DG_56	1
candidate_division_TA06_bacterium_DG_24	0
candidate_division_TA06_bacterium_DG_26	0
candidate_division_TA06_bacterium_DG_78	1
candidate_division_WOR-1_bacterium_DG_54_3	1
unclassified_Candidatus_Acetothermia_bacterium_from_Orca_Basin_AC_391_D23	1
Alteribacillus_persepolensis_DSM_21632	6
Uncultured_Kiloniellales_bacterium_JGI_SC39-B19_(unscreened)	0
Uncultured_Caulobacteraceae_bacterium_JGI_SC39-D6_(unscreened)	0
Uncultured_Caulobacteraceae_bacterium_JGI_SC39-D6_(contamination_screened)	0
Uncultured_beta-proteobacterium_JGI_SC39-G4_(contamination_screened)	1
Uncultured_beta-proteobacterium_JGI_SC39-G4_(unscreened)	1
Dethiosulfovibrio_salsuginis_USBA_82	5
Rhodospira_trueperi_ATCC_700224	1
Marininema_halotolerans_DSM_45789	4
Flexibacter_flexilis_DSM_6793	1
Lutimaribacter_saemankumensis_DSM_28010	1
Planctomicrobium_piriforme_DSM_26348	3
Jhaorihella_thermophila_DSM_23413	1
Ectothiorhodosinus_mongolicus_M9	1
Nitrospinae_bacterium_SAG_AG-538-K21	1
Nitrospinae_bacterium_SAG_AG-538-L21	1
Nitrospinae_bacterium_SAG_AG-538-I02	1
Bacterium_SAG_AG-538-D02	1
Bacterium_SAG_AG-538-M14	1
Bacterium_SAG_AG-538-N16	1
Pontibaca_methylaminivorans_DSM_21219	1
Hasllibacter_halocynthiae_DSM_29318	1
Zwartia_alpina_MWH-P2sevCIIIb	1
Hydrogenivirga_caldilitoris_DSM_16510	1
Oleibacter_marinus_DSM_24913	1
Tropicimonas_sediminicola_DSM_29339	1
Shimia_sp._MIT1352	4
Rhodopila_sp._LVNP	3
Donghicola_eburneus_DSM_29127	1
Pricia_antarctica_DSM_23421	1
Hyunsoonleella_jejuensis_DSM_21035	1
Bacterium_SCGC_AG-542-H24	0
Bacterium_SCGC_AG-542-F08	0
Bacterium_SCGC_AG-542-N07	1
Bacterium_SCGC_AG-542-O15	0
Bacterium_SCGC_AG-542-G09	0
Bacterium_SCGC_AG-542-E23	0
Bacterium_SCGC_AG-542-M09	0
Bacterium_SCGC_AG-542-A03	0
Bacterium_SCGC_AG-542-E07	0
Aliiroseovarius_sediminilitoris_DSM_29439	1
Ekhidna_lutea_DSM_19307	1
Poseidonocella_pacifica_DSM_29316	1
Pyropristinus_bacterium_T1.2	2
unclassified_Bacteroidetes_Bin_12	0
unclassified_Bacteroidetes_Bin_41	0
unclassified_Bacteroidetes_Bin_64	1
unclassified_Peregrinibacteria_Bin_16	1
unclassified_Peregrinibacteria_Bin_39	0
unclassified_Parcubacteria_Bin_40	2
unclassified_Gammaproteobacteria_Bin_33	0
unclassified_Marinimicrobia_Bin_45	1
unclassified_Marinimicrobia_Bin_45-2	0
unclassified_Bacteria_Bin_48	0
unclassified_Bacteria_Bin_50	1
unclassified_Planctomycetaceae_Bin_22	1
unclassified_Phycisphaerae_Bin_31	0
unclassified_Bacteria_Bin_13	2
Parcubacteria_bacterium_JGI_CrystG_Apr02-2-C5_(contamination_screened)	1
Parcubacteria_bacterium_JGI_CrystG_Apr02-2-C5_(unscreened)	1
Parcubacteria_bacterium_JGI_CrystG_Apr02-2-D16_(unscreened)	1
Microgenomates_bacterium_JGI_CrystG_Apr02-3-H15_(unscreened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-3-H15_(contamination_screened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-2-J7_(unscreened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-2-J7_(contamination_screened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-2-H10_(unscreened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-2-H10_(contamination_screened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr02-2-G4_(unscreened)	1
Parcubacteria_bacterium_JGI_CrystG_Apr02-2-G4_(contamination_screened)	1
Microgenomates_bacterium_JGI_CrystG_Apr02-2-K21_(unscreened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-2-K21_(contamination_screened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-3-B14_(unscreened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-2-B6_(unscreened)	1
Microgenomates_bacterium_JGI_CrystG_Apr02-2-F7_(unscreened)	1
Microgenomates_bacterium_JGI_CrystG_Apr02-2-F7_(contamination_screened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-2-N7_(unscreened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-2-N7_(contamination_screened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-3-F11_(unscreened)	1
Microgenomates_bacterium_JGI_CrystG_Apr02-3-F11_(contamination_screened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr02-2-I20_(unscreened)	1
Parcubacteria_bacterium_JGI_CrystG_Apr02-2-I20_(contamination_screened)	0
Aidingimonas_halophila_DSM_19219	1
Lentibacter_algarum_DSM_24677	2
Cribrihabitans_marinus_DSM_29340	1
Pseudovibrio_denitrificans_DSM_17465	1
Hydrobacter_penzbergensis_DSM_25353	1
Marininema_mesophilum_DSM_45610	2
Thermophagus_xiamenensis_DSM_19012	1
Acidimangrovimonas_indica_DSM_24802	1
Rubrimonas_cliftonensis_DSM_15345	1
Citreimonas_salinaria_DSM_26880	1
Lewinella_agarilytica_DSM_24740	1
Parcubacteria_bacterium_JGI_CrystG_Aug3-3-G8_(unscreened)	0
Nitrospina_sp._JGI_CrystG_Aug3-1-C8_(unscreened)	0
Pyropristinus_bacterium_T2.1	1
Lutimaribacter_pacificus_DSM_29620	1
Loktanella_atrilutea_DSM_29326	1
Sediminitomix_flava_DSM_28229	3
Aliifodinibius_roseus_DSM_21986	1
Mariniphaga_anaerophila_DSM_26910	1
Unclassified_Woeseiaceae_bin_JSS_woes1	2
Mangrovibacterium_diazotrophicum_DSM_27148	2
Cognatiyoonia_sediminum_DSM_28715	1
Sediminibacterium_goheungense_DSM_28323	1
Marivita_hallyeonensis_DSM_29431	1
Sulfurivirga_caldicuralii_DSM_17737	1
Wenxinia_saemankumensis_DSM_100565	1
Gillisia_mitskevichiae_DSM_19839	1
Parcubacteria_bacterium_JGI_CrystG_Apr02-3-E6_(unscreened)	1
Microgenomates_bacterium_JGI_CrystG_Apr02-2-E19_(unscreened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-3-D18_(unscreened)	1
Microgenomates_bacterium_JGI_CrystG_Apr02-3-D18_(contamination_screened)	1
Microgenomates_bacterium_JGI_CrystG_Apr02-3-N21_(unscreened)	1
Parcubacteria_bacterium_JGI_CrystG_Apr02-3-B18_(unscreened)	1
Parcubacteria_bacterium_JGI_CrystG_Apr02-3-L11_(unscreened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr02-3-L11_(contamination_screened)	0
unclassified_bacterium_JGI_CrystG_Apr02-2-I4_(unscreened)	0
unclassified_bacterium_JGI_CrystG_Apr02-2-I4_(contamination_screened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-3-D12_(unscreened)	1
Microgenomates_bacterium_JGI_CrystG_Apr02-3-D12_(contamination_screened)	1
Microgenomates_bacterium_JGI_CrystG_Apr02-2-K13_(unscreened)	1
Microgenomates_bacterium_JGI_CrystG_Apr02-2-I5_(unscreened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-2-B9_(unscreened)	1
Microgenomates_bacterium_JGI_CrystG_Apr02-2-B12_(unscreened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-2-B12_(contamination_screened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr02-2-L12_(unscreened)	1
Microgenomates_bacterium_JGI_CrystG_Apr02-3-G15_(unscreened)	1
Microgenomates_bacterium_JGI_CrystG_Apr02-3-G15_(contamination_screened)	1
Parcubacteria_bacterium_JGI_CrystG_Apr02-2-N10_(unscreened)	1
Microgenomates_bacterium_JGI_CrystG_Apr02-2-E7_(unscreened)	1
Microgenomates_bacterium_JGI_CrystG_Apr02-2-E7_(contamination_screened)	1
Microgenomates_bacterium_JGI_CrystG_Apr02-3-E22_(unscreened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-3-E22_(contamination_screened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-3-B17_(unscreened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-3-B17_(contamination_screened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-3-H9_(unscreened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-3-H9_(contamination_screened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr02-3-D22_(unscreened)	1
Parcubacteria_bacterium_JGI_CrystG_Apr02-3-D22_(contamination_screened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr02-3-J13_(unscreened)	1
Parcubacteria_bacterium_JGI_CrystG_Apr02-3-J13_(contamination_screened)	1
Microgenomates_bacterium_JGI_CrystG_Apr02-3-E8_(unscreened)	1
Microgenomates_bacterium_JGI_CrystG_Apr02-3-G14_(unscreened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-3-G14_(contamination_screened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-3-N19_(unscreened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-2-G10_(unscreened)	1
Microgenomates_bacterium_JGI_CrystG_Apr02-2-G10_(contamination_screened)	1
Microgenomates_bacterium_JGI_CrystG_Apr02-2-E5_(unscreened)	1
TM7_bacterium_JGI_CrystG_Apr02-2-B14_(unscreened)	1
TM7_bacterium_JGI_CrystG_Apr02-2-B14_(contamination_screened)	1
Microgenomates_bacterium_JGI_CrystG_Apr02-3-J7_(unscreened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-3-J7_(contamination_screened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr02-2-L22_(unscreened)	1
Microgenomates_bacterium_JGI_CrystG_Apr02-2-D12_(unscreened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-2-K10_(unscreened)	0
Microgenomates_bacterium_JGI_CrystG_Apr02-2-K10_(contamination_screened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr3-1-E17_(unscreened)	1
Parcubacteria_bacterium_JGI_CrystG_Apr3-1-E17_(contamination_screened)	0
unclassified_bacterium_JGI_CrystG_Apr3-1-I21_(unscreened)	1
Parcubacteria_bacterium_JGI_CrystG_Apr3-4-H16_(unscreened)	0
Patescibacteria_bacterium_JGI_CrystG_Apr3-4-M10_(unscreened)	0
Patescibacteria_bacterium_JGI_CrystG_Apr3-4-M10_(contamination_screened)	0
unclassified_bacterium_JGI_CrystG_Apr3-4-L15_(unscreened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr3-1-B4_(unscreened)	0
unclassified_bacterium_JGI_CrystG_Apr3-3-K16_(unscreened)	1
unclassified_bacterium_JGI_CrystG_Apr3-3-N20_(unscreened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr3-2-C18_(unscreened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr3-1-D14_(unscreened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr3-1-D14_(contamination_screened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr3-4-D19_(unscreened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr3-4-D19_(contamination_screened)	0
WS6_bacterium_JGI_CrystG_Apr3-2-B17_(unscreened)	1
Parcubacteria_bacterium_JGI_CrystG_Apr3-2-C19_(unscreened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr3-1-E14_(unscreened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr3-4-B8_(unscreened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr3-1-G16_(unscreened)	1
Gracilibacteria_bacterium_JGI_CrystG_Apr3-4-F17_(unscreened)	0
Gracilibacteria_bacterium_JGI_CrystG_Apr3-3-C10_(unscreened)	1
Patescibacteria_bacterium_JGI_CrystG_Apr3-1-B19_(unscreened)	1
Patescibacteria_bacterium_JGI_CrystG_Apr3-1-B19_(contamination_screened)	1
Parcubacteria_bacterium_JGI_CrystG_Apr3-3-H12_(unscreened)	1
Parcubacteria_bacterium_JGI_CrystG_Apr3-4-D20_(unscreened)	1
WS6_bacterium_JGI_CrystG_Apr3-4-G16_(unscreened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr3-4-H15_(unscreened)	0
Ulignosibacterium_sp._JGI_CrystG_Apr3-1-K12_(unscreened)	0
Microgenomates_bacterium_JGI_CrystG_Apr3-2-H21_(unscreened)	1
Microgenomates_bacterium_JGI_CrystG_Apr3-2-H21_(contamination_screened)	1
Omnitrophica_bacterium_JGI_CrystG_Apr3-3-M10_(unscreened)	1
Omnitrophica_bacterium_JGI_CrystG_Apr3-3-M10_(contamination_screened)	1
Microgenomates_bacterium_JGI_CrystG_Apr3-2-G12_(unscreened)	1
Microgenomates_bacterium_JGI_CrystG_Apr3-2-G12_(contamination_screened)	1
Microgenomates_bacterium_JGI_CrystG_Apr3-3-D15_(unscreened)	0
Microgenomates_bacterium_JGI_CrystG_Apr3-3-D15_(contamination_screened)	0
Microgenomates_bacterium_JGI_CrystG_Apr3-3-E16_(unscreened)	0
Microgenomates_bacterium_JGI_CrystG_Apr3-3-E16_(contamination_screened)	0
Microgenomates_bacterium_JGI_CrystG_Apr3-2-F10_(unscreened)	1
Microgenomates_bacterium_JGI_CrystG_Apr3-2-F10_(contamination_screened)	1
Patescibacteria_bacterium_JGI_CrystG_Apr3-4-D15_(unscreened)	1
Gillisia_sp._JGI_CrystG_Apr3-4-L8_(unscreened)	1
Gillisia_sp._JGI_CrystG_Apr3-4-L8_(contamination_screened)	1
Parcubacteria_bacterium_JGI_CrystG_Apr3-3-F16_(unscreened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr3-1-D11_(unscreened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr3-1-D11_(contamination_screened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr3-3-G16_(unscreened)	1
Parcubacteria_bacterium_JGI_CrystG_Apr3-3-G16_(contamination_screened)	1
TPD-58_bacterium_JGI_CrystG_Apr3-1-J9_(unscreened)	0
TPD-58_bacterium_JGI_CrystG_Apr3-1-J9_(contamination_screened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr3-1-E7_(unscreened)	1
Parcubacteria_bacterium_JGI_CrystG_Apr3-1-E7_(contamination_screened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr3-3-H20_(unscreened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr3-3-H20_(contamination_screened)	0
Parcubacteria_bacterium_JGI_CrystG_Aug02-3-N7_(unscreened)	1
Dehalococcoidetes_bacterium_JGI_CrystG_Apr3-4-M19_(unscreened)	1
unclassified_bacterium_JGI_CrystG_Aug02-4-I16_(unscreened)	0
Parcubacteria_bacterium_JGI_CrystG_Aug02-3-N14_(unscreened)	1
unclassified_bacterium_JGI_CrystG_Aug08-3-I16_(unscreened)	0
unclassified_bacterium_JGI_CrystG_Aug08-3-I16_(contamination_screened)	0
Microgenomates_bacterium_JGI_CrystG_Apr3-4-D4_(unscreened)	0
Microgenomates_bacterium_JGI_CrystG_Apr3-4-H4_(unscreened)	0
Microgenomates_bacterium_JGI_CrystG_Apr3-4-H4_(contamination_screened)	0
unclassified_bacterium_JGI_CrystG_Apr3-4-K9_(unscreened)	0
unclassified_bacterium_JGI_CrystG_Apr3-4-K9_(contamination_screened)	0
Microgenomates_bacterium_JGI_CrystG_Apr3-4-H18_(unscreened)	0
Microgenomates_bacterium_JGI_CrystG_Apr3-4-H18_(contamination_screened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr3-4-F13_(unscreened)	0
Parcubacteria_bacterium_JGI_CrystG_Apr3-4-F13_(contamination_screened)	0
Microgenomates_bacterium_JGI_CrystG_Aug08-2-L18_(unscreened)	0
Microgenomates_bacterium_JGI_CrystG_Aug08-3-H12_(unscreened)	0
unclassified_Chlorobi_bacterium_bin1	1
unclassified_Chlorobi_bacterium_bin3	0
unclassified_Chromatiaceae_bacterium_bin1	1
Tangfeifania_diversioriginum_DSM_27063	1
Chishuiella_changwenlii_DSM_27989	2
Aurantimonas_manganoxydans_SI85-9A1	1
uncultured_Deltaproteobacterium_SAG5	1
unclassified_Chromatiaceae_bin_2	0
unclassified_Chlorobi_bacterium_bin2	2
uncultured_Deltaproteobacterium_SAG8	1
uncultured_Deltaproteobacterium_SAG2	0
uncultured_Deltaproteobacterium_SAG3	1
GAL08_bacterium_JGI_MDM2_DC4-3-K12_(contamination_screened)	1
GAL08_bacterium_JGI_MDM2_DC4-3-M14_(contamination_screened)	0
Flavobacteria_bacterium_GWA2_35_26	0
Gallionellales_bacterium_GWA2_59_43	0
Omnitrophica_WOR_2_bacterium_GWA2_44_7	0
Gallionellales_bacterium_GWA2_60_142	0
Pelobacteraceae_bacterium_GWC2_58_13	0
Omnitrophica_WOR_2_bacterium_GWC2_44_8	0
Omnitrophica_WOR_2_bacterium_GWC2_45_7	1
Gallionellales_bacterium_GWE2_58_10	0
candidate_division_CPR3_bacterium_GWE2_35_7	0
Flavobacteria_bacterium_GWF1_32_7	0
candidate_division_CPR3_bacterium_GWF2_35_18	1
Lentisphaerae_bacterium_GWF2_50_93	1
Lentisphaerae_bacterium_GWF2_57_35	0
Lentisphaerae_bacterium_GWF2_38_69	2
Lentisphaerae_bacterium_GWF2_49_21	2
Lentisphaerae_bacterium_GWF2_52_8	0
Nitrospinae_bacterium_RIFCSPLOWO2_01_FULL_39_10	1
candidate_division_WWE3_bacterium_RIFCSPLOWO2_01_FULL_53_14	1
Parcubacteria_group_bacterium_RIFCSPLOWO2_01_FULL_40_65	0
Parcubacteria_group_bacterium_RIFCSPLOWO2_01_FULL_48_18	1
candidate_division_WWE3_bacterium_RIFCSPLOWO2_01_FULL_41_9	0
