PFAM_ACC	PFAM_Name	PFAM_desc
pfam00130	C1_1	Phorbol esters/diacylglycerol binding domain (C1 domain)
pfam08412	Ion_trans_N	Ion transport protein N-terminal
pfam08447	PAS_3	PAS fold
pfam02065	Melibiase	Melibiase
pfam11433	DUF3198	Protein of unknown function (DUF3198)
pfam06330	TRI5	Trichodiene synthase (TRI5)
pfam10634	Iron_transport	Fe2+ transport protein
pfam05652	DcpS	Scavenger mRNA decapping enzyme (DcpS) N-terminal
pfam11969	DcpS_C	Scavenger mRNA decapping enzyme C-term binding
pfam10435	BetaGal_dom2	Beta-galactosidase, domain 2
pfam13363	BetaGal_dom3	Beta-galactosidase, domain 3
pfam00368	HMG-CoA_red	Hydroxymethylglutaryl-coenzyme A reductase
pfam14841	FliG_M	FliG middle domain
pfam01706	FliG_C	FliG C-terminal domain
pfam08681	DUF1778	Protein of unknown function (DUF1778)
pfam08263	LRRNT_2	Leucine rich repeat N-terminal domain
pfam17121	zf-C3HC4_5	Zinc finger, C3HC4 type (RING finger)
pfam08443	RimK	RimK-like ATP-grasp domain
pfam05039	Agouti	Agouti protein
pfam11766	Candida_ALS_N	Cell-wall agglutinin N-terminal ligand-sugar binding
pfam02224	Cytidylate_kin	Cytidylate kinase
pfam12694	MoCo_carrier	Putative molybdenum carrier
pfam14714	KH_dom-like	KH-domain-like of EngA bacterial GTPase enzymes, C-terminal
pfam01967	MoaC	MoaC family
pfam00802	Glycoprotein_G	Pneumovirus attachment glycoprotein G
pfam01171	ATP_bind_3	PP-loop family
pfam15898	PRKG1_interact	cGMP-dependent protein kinase interacting domain
pfam14681	UPRTase	Uracil phosphoribosyltransferase
pfam06486	DUF1093	Protein of unknown function (DUF1093)
pfam00558	Vpu	Vpu protein
pfam00791	ZU5	ZU5 domain
pfam08999	SP_C-Propep	Surfactant protein C, N terminal propeptide
pfam16526	CLZ	C-terminal leucine zipper domain of cyclic nucleotide-gated channels
pfam09012	FeoC	FeoC like transcriptional regulator
pfam08190	PIH1	pre-RNA processing PIH1/Nop17
pfam16911	PapA_C	Phthiocerol/phthiodiolone dimycocerosyl transferase C-terminus
pfam16853	CDC13_N	Cell division control protein 13 N-terminus
pfam09480	PrgH	Type III secretion system protein PrgH-EprH (PrgH)
pfam02951	GSH-S_N	Prokaryotic glutathione synthetase, N-terminal domain
pfam02955	GSH-S_ATP	Prokaryotic glutathione synthetase, ATP-grasp domain
pfam05051	COX17	Cytochrome C oxidase copper chaperone (COX17)
pfam06094	GGACT	Gamma-glutamyl cyclotransferase, AIG2-like
pfam13772	AIG2_2	AIG2-like family
pfam12833	HTH_18	Helix-turn-helix domain
pfam00862	Sucrose_synth	Sucrose synthase
pfam16729	DUF5067	Domain of unknown function (DUF5067)
pfam03160	Calx-beta	Calx-beta domain
pfam10401	IRF-3	Interferon-regulatory factor 3
pfam12822	ECF_trnsprt	ECF transporter, substrate-specific component
pfam08271	TF_Zn_Ribbon	TFIIB zinc-binding
pfam02057	Glyco_hydro_59	Glycosyl hydrolase family 59
pfam17387	Glyco_hydro_59M	Glycosyl hydrolase family 59 central domain
pfam03648	Glyco_hydro_67N	Glycosyl hydrolase family 67 N-terminus
pfam07488	Glyco_hydro_67M	Glycosyl hydrolase family 67 middle domain
pfam07477	Glyco_hydro_67C	Glycosyl hydrolase family 67 C-terminus
pfam01611	Filo_glycop	Filovirus glycoprotein
pfam02787	CPSase_L_D3	Carbamoyl-phosphate synthetase large chain, oligomerisation domain
pfam00988	CPSase_sm_chain	Carbamoyl-phosphate synthase small chain, CPSase domain
pfam09155	DUF1940	Domain of unknown function (DUF1940)
pfam12718	Tropomyosin_1	Tropomyosin like
pfam07417	Crl	Transcriptional regulator Crl
pfam04176	TIP41	TIP41-like family
pfam03635	Vps35	Vacuolar protein sorting-associated protein 35
pfam16313	DUF4953	Met-zincin
pfam07929	PRiA4_ORF3	Plasmid pRiA4b ORF-3-like protein
pfam03188	Cytochrom_B561	Eukaryotic cytochrome b561
pfam08324	PUL	PUL domain
pfam01504	PIP5K	Phosphatidylinositol-4-phosphate 5-Kinase
pfam16859	TetR_C_11	Bacterial transcriptional repressor C-terminal
pfam16528	Exo84_C	Exocyst component 84 C-terminal
pfam14186	Aida_C2	Cytoskeletal adhesion
pfam01205	UPF0029	Uncharacterized protein family UPF0029
pfam09186	DUF1949	Domain of unknown function (DUF1949)
pfam06840	DUF1241	Protein of unknown function (DUF1241)
pfam11555	Inhibitor_Mig-6	EGFR receptor inhibitor Mig-6
pfam07392	P19Arf_N	Cyclin-dependent kinase inhibitor 2a p19Arf N-terminus
pfam00243	NGF	Nerve growth factor family
pfam07085	DRTGG	DRTGG domain
pfam08726	EFhand_Ca_insen	Ca2+ insensitive EF hand
pfam01805	Surp	Surp module
pfam02425	GBP_PSP	Paralytic/GBP/PSP peptide
pfam09164	VitD-bind_III	Vitamin D binding protein, domain III
pfam09565	RE_NgoFVII	NgoFVII restriction endonuclease
pfam02608	Bmp	ABC transporter substrate-binding protein PnrA-like
pfam09379	FERM_N	FERM N-terminal domain
pfam09380	FERM_C	FERM C-terminal PH-like domain
pfam13155	Toprim_2	Toprim-like
pfam12538	FtsK_SpoIIIE_N	DNA transporter
pfam04151	PPC	Bacterial pre-peptidase C-terminal domain
pfam01699	Na_Ca_ex	Sodium/calcium exchanger protein
pfam05731	TROVE	TROVE domain
pfam02700	PurS	Phosphoribosylformylglycinamidine (FGAM) synthase
pfam09864	MliC	Membrane-bound lysozyme-inhibitor of c-type lysozyme
pfam11463	R-HINP1I	R.HinP1I restriction endonuclease
pfam08183	SpoV	Stage V sporulation protein family
pfam00475	IGPD	Imidazoleglycerol-phosphate dehydratase
pfam00401	ATP-synt_DE	ATP synthase, Delta/Epsilon chain, long alpha-helix domain
pfam05793	TFIIF_alpha	Transcription initiation factor IIF, alpha subunit (TFIIF-alpha)
pfam02270	TFIIF_beta	Transcription initiation factor IIF, beta subunit
pfam03153	TFIIA	Transcription factor IIA, alpha/beta subunit
pfam02268	TFIIA_gamma_N	Transcription initiation factor IIA, gamma subunit, helical domain
pfam02751	TFIIA_gamma_C	Transcription initiation factor IIA, gamma subunit
pfam02002	TFIIE_alpha	TFIIE alpha subunit
pfam02186	TFIIE_beta	TFIIE beta subunit core domain
pfam08531	Bac_rhamnosid_N	Alpha-L-rhamnosidase N-terminal domain
pfam05592	Bac_rhamnosid	Bacterial alpha-L-rhamnosidase concanavalin-like domain
pfam17389	Bac_rhamnosid6H	Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain
pfam17390	Bac_rhamnosid_C	Bacterial alpha-L-rhamnosidase C-terminal domain
pfam09522	RE_R_Pab1	R.Pab1 restriction endonuclease
pfam13404	HTH_AsnC-type	AsnC-type helix-turn-helix domain
pfam11410	Antifungal_pept	Antifungal peptide
pfam16684	Telomere_res	Telomere resolvase
pfam05138	PaaA_PaaC	Phenylacetic acid catabolic protein
pfam00269	SASP	Small, acid-soluble spore proteins, alpha/beta type
pfam03212	Pertactin	Pertactin
pfam01102	Glycophorin_A	Glycophorin A
pfam05697	Trigger_N	Bacterial trigger factor protein (TF)
pfam05698	Trigger_C	Bacterial trigger factor protein (TF) C-terminus
pfam02840	Prp18	Prp18 domain
pfam01597	GCV_H	Glycine cleavage H-protein
pfam01371	Trp_repressor	Trp repressor protein
pfam02020	W2	eIF4-gamma/eIF5/eIF2-epsilon
pfam01715	IPPT	IPP transferase
pfam00629	MAM	MAM domain, meprin/A5/mu
pfam01722	BolA	BolA-like protein
pfam02915	Rubrerythrin	Rubrerythrin
pfam11525	CopK	Copper resistance protein K
pfam01136	Peptidase_U32	Peptidase family U32
pfam00358	PTS_EIIA_1	phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1
pfam12874	zf-met	Zinc-finger of C2H2 type
pfam08239	SH3_3	Bacterial SH3 domain
pfam00196	GerE	Bacterial regulatory proteins, luxR family
pfam01556	DnaJ_C	DnaJ C terminal domain
pfam16567	CagD	Pathogenicity island component CagD
pfam03352	Adenine_glyco	Methyladenine glycosylase
pfam16511	FERM_f0	N-terminal or F0 domain of Talin-head FERM
pfam12019	GspH	Type II transport protein GspH
pfam05949	DUF881	Bacterial protein of unknown function (DUF881)
pfam08883	DOPA_dioxygen	Dopa 4,5-dioxygenase family
pfam15507	DUF4649	Domain of unknown function (DUF4649)
pfam14696	Glyoxalase_5	Hydroxyphenylpyruvate dioxygenase, HPPD, N-terminal
pfam02115	Rho_GDI	RHO protein GDP dissociation inhibitor
pfam07455	Psu	Phage polarity suppression protein (Psu)
pfam05164	ZapA	Cell division protein ZapA
pfam03463	eRF1_1	eRF1 domain 1
pfam03464	eRF1_2	eRF1 domain 2
pfam03465	eRF1_3	eRF1 domain 3
pfam04453	OstA_C	Organic solvent tolerance protein
pfam04390	LptE	Lipopolysaccharide-assembly
pfam00463	ICL	Isocitrate lyase family
pfam00973	Paramyxo_ncap	Paramyxovirus nucleocapsid protein
pfam14313	Soyouz_module	N-terminal region of Paramyxovirinae phosphoprotein (P)
pfam01455	HupF_HypC	HupF/HypC family
pfam09137	Glucodextran_N	Glucodextranase, domain N
pfam00723	Glyco_hydro_15	Glycosyl hydrolases family 15
pfam09136	Glucodextran_B	Glucodextranase, domain B
pfam09985	Glucodextran_C	C-terminal binding-module, SLH-like, of glucodextranase
pfam04938	SIP1	Survival motor neuron (SMN) interacting protein 1 (SIP1)
pfam06003	SMN	Survival motor neuron protein (SMN)
pfam09351	DUF1993	Domain of unknown function (DUF1993)
pfam01887	SAM_adeno_trans	S-adenosyl-l-methionine hydroxide adenosyltransferase
pfam01004	Flavi_M	Flavivirus envelope glycoprotein M
pfam05023	Phytochelatin	Phytochelatin synthase
pfam02014	Reeler	Reeler domain
pfam17257	DUF5323	Family of unknown function (DUF5323)
pfam02082	Rrf2	Transcriptional regulator
pfam03270	DUF269	Protein of unknown function, DUF269
pfam04212	MIT	MIT (microtubule interacting and transport) domain
pfam07317	YcgR	Flagellar regulator YcgR
pfam03561	Allantoicase	Allantoicase repeat
pfam00569	ZZ	Zinc finger, ZZ type
pfam03066	Nucleoplasmin	Nucleoplasmin/nucleophosmin domain
pfam12866	DUF3823	Protein of unknown function (DUF3823)
pfam16358	RcsF	RcsF lipoprotein
pfam06835	LptC	Lipopolysaccharide-assembly, LptC-related
pfam12869	tRNA_anti-like	tRNA_anti-like
pfam10296	MMM1	Maintenance of mitochondrial morphology protein 1
pfam05822	UMPH-1	Pyrimidine 5'-nucleotidase (UMPH-1)
pfam08385	DHC_N1	Dynein heavy chain, N-terminal region 1
pfam11540	Dynein_IC2	Cytoplasmic dynein 1 intermediate chain 2
pfam05783	DLIC	Dynein light intermediate chain (DLIC)
pfam04289	DUF447	Protein of unknown function (DUF447)
pfam05059	Orbi_VP4	Orbivirus VP4 core protein
pfam10991	DUF2815	Protein of unknown function (DUF2815)
pfam13350	Y_phosphatase3	Tyrosine phosphatase family
pfam02794	HlyC	RTX toxin acyltransferase family
pfam02616	SMC_ScpA	Segregation and condensation protein ScpA
pfam13298	LigD_N	DNA polymerase Ligase (LigD)
pfam16517	Nore1-SARAH	Novel Ras effector 1 C-terminal SARAH (Sav/Rassf/Hpo) domain
pfam13487	HD_5	HD domain
pfam01316	Arg_repressor	Arginine repressor, DNA binding domain
pfam02863	Arg_repressor_C	Arginine repressor, C-terminal domain
pfam03424	CBM_17_28	Carbohydrate binding domain (family 17/28)
pfam04491	Pox_T4_N	Poxvirus T4 protein, N terminus
pfam04490	Pox_T4_C	Poxvirus T4 protein, C terminus
pfam00332	Glyco_hydro_17	Glycosyl hydrolases family 17
pfam04413	Glycos_transf_N	3-Deoxy-D-manno-octulosonic-acid transferase (kdotransferase)
pfam01793	Glyco_transf_15	Glycolipid 2-alpha-mannosyltransferase
pfam07943	PBP5_C	Penicillin-binding protein 5, C-terminal domain
pfam01603	B56	Protein phosphatase 2A regulatory B subunit (B56 family)
pfam14553	YqbF	YqbF, hypothetical protein domain
pfam04494	TFIID_NTD2	WD40 associated region in TFIID subunit, NTD2 domain
pfam09063	Phage_coat	Phage PP7 coat protein
pfam04091	Sec15	Exocyst complex subunit Sec15-like
pfam04715	Anth_synt_I_N	Anthranilate synthase component I, N terminal region
pfam13869	NUDIX_2	Nucleotide hydrolase
pfam11776	RcnB	Nickel/cobalt transporter regulator
pfam01583	APS_kinase	Adenylylsulphate kinase
pfam10522	RII_binding_1	RII binding domain
pfam09016	Pas_Saposin	Pas factor saposin fold
pfam03835	Rad4	Rad4 transglutaminase-like domain
pfam10403	BHD_1	Rad4 beta-hairpin domain 1
pfam10405	BHD_3	Rad4 beta-hairpin domain 3
pfam09280	XPC-binding	XPC-binding domain
pfam06315	AceK	Isocitrate dehydrogenase kinase/phosphatase (AceK)
pfam06711	DUF1198	Protein of unknown function (DUF1198)
pfam03389	MobA_MobL	MobA/MobL family
pfam00153	Mito_carr	Mitochondrial carrier protein
pfam00721	TMV_coat	Virus coat protein (TMV like)
pfam16247	DUF4904	Domain of unknown function (DUF4904)
pfam02337	Gag_p10	Retroviral GAG p10 protein
pfam01342	SAND	SAND domain
pfam04166	PdxA	Pyridoxal phosphate biosynthetic protein PdxA
pfam04078	Rcd1	Cell differentiation family, Rcd1-like
pfam11260	Spidroin_MaSp	Major ampullate spidroin 1 and 2
pfam01894	UPF0047	Uncharacterised protein family UPF0047
pfam00228	Bowman-Birk_leg	Bowman-Birk serine protease inhibitor family
pfam03685	UPF0147	Uncharacterised protein family (UPF0147)
pfam08311	Mad3_BUB1_I	Mad3/BUB1 homology region 1
pfam12066	DUF3546	Domain of unknown function (DUF3546)
pfam04959	ARS2	Arsenite-resistance protein 2
pfam13609	Porin_4	Gram-negative porin
pfam05683	Fumerase_C	Fumarase C-terminus
pfam00877	NLPC_P60	NlpC/P60 family
pfam02963	EcoRI	Restriction endonuclease EcoRI
pfam01346	FKBP_N	Domain amino terminal to FKBP-type peptidyl-prolyl isomerase
pfam03442	CBM_X2	Carbohydrate binding domain X2
pfam16510	P22_portal	Phage P22-like portal protein
pfam16682	MSL2-CXC	CXC domain of E3 ubiquitin-protein ligase MSL2
pfam02599	CsrA	Global regulator protein family
pfam13899	Thioredoxin_7	Thioredoxin-like
pfam00184	Hormone_5	Neurohypophysial hormones, C-terminal Domain
pfam05825	PSP94	Beta-microseminoprotein (PSP-94)
pfam05693	Glycogen_syn	Glycogen synthase
pfam13508	Acetyltransf_7	Acetyltransferase (GNAT) domain
pfam02441	Flavoprotein	Flavoprotein
pfam09371	Tex_N	Tex-like protein N-terminal domain
pfam16921	Tex_YqgF	Tex protein YqgF-like domain
pfam01075	Glyco_transf_9	Glycosyltransferase family 9 (heptosyltransferase)
pfam13189	Cytidylate_kin2	Cytidylate kinase-like family
pfam02236	Viral_DNA_bi	Viral DNA-binding protein, all alpha domain
pfam03728	Viral_DNA_Zn_bi	Viral DNA-binding protein, zinc binding domain
pfam00123	Hormone_2	Peptide hormone
pfam01984	dsDNA_bind	Double-stranded DNA-binding domain
pfam05099	TerB	Tellurite resistance protein TerB
pfam04756	OST3_OST6	OST3 / OST6 family, transporter family
pfam08174	Anillin	Cell division protein anillin
pfam00620	RhoGAP	RhoGAP domain
pfam15777	Anti-TRAP	Tryptophan RNA-binding attenuator protein inhibitory protein
pfam00706	Toxin_4	Anenome neurotoxin
pfam05658	YadA_head	Head domain of trimeric autotransporter adhesin
pfam07973	tRNA_SAD	Threonyl and Alanyl tRNA synthetase second additional domain
pfam16875	Glyco_hydro_36N	Glycosyl hydrolase family 36 N-terminal domain
pfam16874	Glyco_hydro_36C	Glycosyl hydrolase family 36 C-terminal domain
pfam16415	CNOT1_CAF1_bind	CCR4-NOT transcription complex subunit 1 CAF1-binding domain
pfam13167	GTP-bdg_N	GTP-binding GTPase N-terminal
pfam16360	GTP-bdg_M	GTP-binding GTPase Middle Region
pfam04752	ChaC	ChaC-like protein
pfam05497	Destabilase	Destabilase
pfam03266	NTPase_1	NTPase
pfam05261	Tra_M	TraM protein, DNA-binding
pfam02338	OTU	OTU-like cysteine protease
pfam07563	DUF1541	Protein of unknown function (DUF1541)
pfam08171	Mad3_BUB1_II	Mad3/BUB1 homology region 2
pfam08107	Antimicrobial12	Pleurocidin family
pfam08778	HIF-1a_CTAD	HIF-1 alpha C terminal transactivation domain
pfam01515	PTA_PTB	Phosphate acetyl/butaryl transferase
pfam13734	Inhibitor_I69	Spi protease inhibitor
pfam02478	Pneumo_phosprot	Pneumovirus phosphoprotein
pfam14578	GTP_EFTU_D4	Elongation factor Tu domain 4
pfam07840	FadR_C	FadR C-terminal domain
pfam00553	CBM_2	Cellulose binding domain
pfam00066	Notch	LNR domain
pfam06816	NOD	NOTCH protein
pfam07684	NODP	NOTCH protein
pfam00708	Acylphosphatase	Acylphosphatase
pfam05015	HigB-like_toxin	RelE-like toxin of type II toxin-antitoxin system HigB
pfam15227	zf-C3HC4_4	zinc finger of C3HC4-type, RING
pfam00566	RabGAP-TBC	Rab-GTPase-TBC domain
pfam03020	LEM	LEM domain
pfam01434	Peptidase_M41	Peptidase family M41
pfam16048	Antimicrobial23	Frog antimicrobial peptide
pfam03629	SASA	Carbohydrate esterase, sialic acid-specific acetylesterase
pfam11774	Lsr2	Lsr2
pfam11650	P22_Tail-4	P22 tail accessory factor
pfam04263	TPK_catalytic	Thiamin pyrophosphokinase, catalytic domain
pfam04265	TPK_B1_binding	Thiamin pyrophosphokinase, vitamin B1 binding domain
pfam09982	DUF2219	Uncharacterized protein conserved in bacteria (DUF2219)
pfam07582	AP_endonuc_2_N	AP endonuclease family 2 C terminus
pfam08666	SAF	SAF domain
pfam05198	IF3_N	Translation initiation factor IF-3, N-terminal domain
pfam00707	IF3_C	Translation initiation factor IF-3, C-terminal domain
pfam11155	DUF2935	Domain of unknown function (DUF2935)
pfam04773	FecR	FecR protein
pfam16344	DUF4974	Domain of unknown function (DUF4974)
pfam03126	Plus-3	Plus-3 domain
pfam14464	Prok-JAB	Prokaryotic homologs of the JAB domain
pfam16805	Trans_coact	Phage late-transcription coactivator
pfam05134	T2SSL	Type II secretion system (T2SS), protein L
pfam07239	OpcA	Outer membrane protein OpcA
pfam03255	ACCA	Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit
pfam10396	TrmE_N	GTP-binding protein TrmE N-terminus
pfam12631	MnmE_helical	MnmE helical domain
pfam10609	ParA	NUBPL iron-transfer P-loop NTPase
pfam09532	FDF	FDF domain
pfam04801	Sin_N	Sin-like protein conserved region
pfam05158	RNA_pol_Rpc34	RNA polymerase Rpc34 subunit
pfam11705	RNA_pol_3_Rpc31	DNA-directed RNA polymerase III subunit Rpc31
pfam08292	RNA_pol_Rbc25	RNA polymerase III subunit Rpc25
pfam12194	Ste5_C	Protein kinase Fus3-binding
pfam16521	Myosin-VI_CBD	Myosin VI cargo binding domain
pfam01290	Thymosin	Thymosin beta-4 family
pfam06970	RepA_N	Replication initiator protein A (RepA) N-terminus
pfam02945	Endonuclease_7	Recombination endonuclease VII
pfam09124	Endonuc-dimeris	T4 recombination endonuclease VII, dimerisation
pfam02213	GYF	GYF domain
pfam00843	Arena_nucleocap	Arenavirus nucleocapsid N-terminal domain
pfam10386	DUF2441	Protein of unknown function (DUF2441)
pfam11467	LEDGF	Lens epithelium-derived growth factor (LEDGF)
pfam02625	XdhC_CoxI	XdhC and CoxI family
pfam13478	XdhC_C	XdhC Rossmann domain
pfam04170	NlpE	NlpE N-terminal domain
pfam14010	PEPcase_2	Phosphoenolpyruvate carboxylase
pfam11396	PepSY_like	Putative beta-lactamase-inhibitor-like, PepSY-like
pfam13501	SoxY	Sulfur oxidation protein SoxY
pfam05067	Mn_catalase	Manganese containing catalase
pfam16608	TNRC6-PABC_bdg	TNRC6-PABC binding domain
pfam06215	ISAV_HA	Infectious salmon anaemia virus haemagglutinin
pfam11473	B2	RNA binding protein B2
pfam04464	Glyphos_transf	CDP-Glycerol:Poly(glycerophosphate) glycerophosphotransferase
pfam12974	Phosphonate-bd	ABC transporter, phosphonate, periplasmic substrate-binding protein
pfam13949	ALIX_LYPXL_bnd	ALIX V-shaped domain binding to HIV
pfam03340	Pox_Rif	Poxvirus rifampicin resistance protein
pfam08337	Plexin_cytopl	Plexin cytoplasmic RasGAP domain
pfam06572	DUF1131	Protein of unknown function (DUF1131)
pfam10585	UBA_e1_thiolCys	Ubiquitin-activating enzyme active site
pfam06418	CTP_synth_N	CTP synthase N-terminus
pfam15991	G_path_suppress	G-protein pathway suppressor
pfam15784	GPS2_interact	G-protein pathway suppressor 2-interacting domain
pfam06134	RhaA	L-rhamnose isomerase (RhaA)
pfam05062	RICH	RICH domain
pfam10615	DUF2470	Protein of unknown function (DUF2470)
pfam00493	MCM	MCM2/3/5 family
pfam02724	CDC45	CDC45-like protein
pfam04493	Endonuclease_5	Endonuclease V
pfam16077	Spaetzle	Spaetzle
pfam09013	YopH_N	YopH, N-terminal
pfam08630	Dfp1_Him1_M	Dfp1/Him1, central region
pfam11472	DUF3206	Protein of unknown function (DUF3206)
pfam09475	Dot_icm_IcmQ	Dot/Icm secretion system protein (dot_icm_IcmQ)
pfam01570	Flavi_propep	Flavivirus polyprotein propeptide
pfam16912	Glu_dehyd_C	Glucose dehydrogenase C-terminus
pfam06594	HCBP_related	Haemolysin-type calcium binding protein related domain
pfam00898	Orbi_VP2	Orbivirus outer capsid protein VP2
pfam02376	CUT	CUT domain
pfam11939	NiFe-hyd_HybE	[NiFe]-hydrogenase assembly, chaperone, HybE
pfam01784	NIF3	NIF3 (NGG1p interacting factor 3)
pfam16810	RXLR	RXLR phytopathogen effector protein, Avirulence activity
pfam08825	E2_bind	E2 binding domain
pfam02499	DNA_pack_C	Probable DNA packing protein, C-terminus
pfam05203	Hom_end_hint	Hom_end-associated Hint
pfam16865	GST_C_5	Glutathione S-transferase, C-terminal domain
pfam06254	YdaT_toxin	Putative bacterial toxin ydaT
pfam09039	HTH_Tnp_Mu_2	Mu DNA binding, I gamma subdomain
pfam13541	ChlI	Subunit ChlI of Mg-chelatase
pfam08984	DUF1858	Domain of unknown function (DUF1858)
pfam01011	PQQ	PQQ enzyme repeat
pfam02315	MDH	Methanol dehydrogenase beta subunit
pfam02613	Nitrate_red_del	Nitrate reductase delta subunit
pfam08966	DUF1882	Domain of unknown function (DUF1882)
pfam13859	BNR_3	BNR repeat-like domain
pfam13385	Laminin_G_3	Concanavalin A-like lectin/glucanases superfamily
pfam09258	Glyco_transf_64	Glycosyl transferase family 64 domain
pfam14479	HeLo	Prion-inhibition and propagation
pfam03030	H_PPase	Inorganic H+ pyrophosphatase
pfam04362	Iron_traffic	Bacterial Fe(2+) trafficking
pfam02464	CinA	Competence-damaged protein
pfam16559	GIT_CC	GIT coiled-coil Rho guanine nucleotide exchange factor
pfam00771	FHIPEP	FHIPEP family
pfam17391	Urocanase_N	Urocanase N-terminal domain
pfam01175	Urocanase	Urocanase Rossmann-like domain
pfam17392	Urocanase_C	Urocanase C-terminal domain
pfam02970	TBCA	Tubulin binding cofactor A
pfam02986	Fn_bind	Fibronectin binding repeat
pfam15476	SAP25	Histone deacetylase complex subunit SAP25
pfam16533	SOAR	STIM1 Orai1-activating region
pfam02560	Cyanate_lyase	Cyanate lyase C-terminal domain
pfam09311	Rab5-bind	Rabaptin-like protein
pfam03332	PMM	Eukaryotic phosphomannomutase
pfam01881	Cas_Cas6	CRISPR associated protein Cas6
pfam04152	Mre11_DNA_bind	Mre11 DNA-binding presumed domain
pfam16376	fragilysinNterm	N-terminal domain of fragilysin
pfam14542	Acetyltransf_CG	GCN5-related N-acetyl-transferase
pfam17425	Arylsulfotran_N	Arylsulfotransferase Ig-like domain
pfam05935	Arylsulfotrans	Arylsulfotransferase (ASST)
pfam08694	UFC1	Ubiquitin-fold modifier-conjugating enzyme 1
pfam10709	DUF2511	Protein of unknown function (DUF2511)
pfam08816	Ivy	Inhibitor of vertebrate lysozyme (Ivy)
pfam04041	Glyco_hydro_130	beta-1,4-mannooligosaccharide phosphorylase
pfam10759	DUF2587	Protein of unknown function (DUF2587)
pfam09176	Mpt_N	Methylene-tetrahydromethanopterin dehydrogenase, N-terminal
pfam00376	MerR	MerR family regulatory protein
pfam17193	MukF_C	MukF C-terminal domain
pfam04288	MukE	MukE-like family
pfam06507	Auxin_resp	Auxin response factor
pfam14324	PINIT	PINIT domain
pfam02891	zf-MIZ	MIZ/SP-RING zinc finger
pfam15979	Glyco_hydro_115	Glycosyl hydrolase family 115
pfam03107	C1_2	C1 domain
pfam09117	MiAMP1	MiAMP1
pfam04855	SNF5	SNF5 / SMARCB1 / INI1
pfam14727	PHTB1_N	PTHB1 N-terminus
pfam11464	Rbsn	Rabenosyn Rab binding domain
pfam08924	DUF1906	Domain of unknown function (DUF1906)
pfam16419	CNOT1_HEAT_N	CCR4-NOT transcription complex subunit 1 HEAT repeat
pfam16418	CNOT1_HEAT	CCR4-NOT transcription complex subunit 1 HEAT repeat
pfam16417	CNOT1_TTP_bind	CCR4-NOT transcription complex subunit 1 TTP binding domain
pfam16812	AdHead_fibreRBD	C-terminal head domain of the fowl adenovirus type 1 long fibre
pfam06314	ADC	Acetoacetate decarboxylase (ADC)
pfam10659	Trypan_glycop_C	Trypanosome variant surface glycoprotein C-terminal domain
pfam03168	LEA_2	Late embryogenesis abundant protein
pfam01025	GrpE	GrpE
pfam04017	DUF366	Domain of unknown function (DUF366)
pfam05639	Pup	Pup-like protein
pfam01027	Bax1-I	Inhibitor of apoptosis-promoting Bax1
pfam02516	STT3	Oligosaccharyl transferase STT3 subunit
pfam00995	Sec1	Sec1 family
pfam04840	Vps16_C	Vps16, C-terminal region
pfam01097	Defensin_2	Arthropod defensin
pfam09364	XFP_N	XFP N-terminal domain
pfam03894	XFP	D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase
pfam09363	XFP_C	XFP C-terminal domain
pfam04327	Peptidase_Prp	Cysteine protease Prp
pfam06968	BATS	Biotin and Thiamin Synthesis associated domain
pfam01018	GTP1_OBG	GTP1/OBG
pfam09269	DUF1967	Domain of unknown function (DUF1967)
pfam10672	Methyltrans_SAM	S-adenosylmethionine-dependent methyltransferase
pfam12539	Csm1	Chromosome segregation protein Csm1/Pcs1
pfam01828	Peptidase_A4	Peptidase A4 family
pfam09248	DUF1965	Domain of unknown function (DUF1965)
pfam03284	PHZA_PHZB	Phenazine biosynthesis protein A/B
pfam02603	Hpr_kinase_N	HPr Serine kinase N terminus
pfam03793	PASTA	PASTA domain
pfam16701	Ad_Cy_reg	Adenylate cyclase regulatory domain
pfam16679	CDT1_C	DNA replication factor Cdt1 C-terminal domain
pfam09226	Endonuc-HincII	Restriction endonuclease HincII
pfam01022	HTH_5	Bacterial regulatory protein, arsR family
pfam15454	LAMTOR	Late endosomal/lysosomal adaptor and MAPK and MTOR activator
pfam16672	LAMTOR5	Ragulator complex protein LAMTOR5
pfam09114	MotA_activ	Transcription factor MotA, activation domain
pfam13866	zf-SAP30	SAP30 zinc-finger
pfam05844	YopD	YopD protein
pfam07722	Peptidase_C26	Peptidase C26
pfam08710	nsp9	nsp9 replicase
pfam07366	SnoaL	SnoaL-like polyketide cyclase
pfam03930	Flp_N	Recombinase Flp protein N-terminus
pfam05202	Flp_C	Recombinase Flp protein
pfam03498	CDtoxinA	Cytolethal distending toxin A/C domain
pfam01480	PWI	PWI domain
pfam10651	DUF2479	Domain of unknown function (DUF2479)
pfam12766	Pyridox_oxase_2	Pyridoxamine 5'-phosphate oxidase
pfam12352	V-SNARE_C	Snare region anchored in the vesicle membrane C-terminus
pfam09620	Cas_csx3	CRISPR-associated protein (Cas_csx3)
pfam12740	Chlorophyllase2	Chlorophyllase enzyme
pfam11493	TSP9	Thylakoid soluble phosphoprotein TSP9
